"","Age","Country","TRAD_F_1","TRAD_F_2","TRAD_F_3","TRAD_F_4","TRAD_F_5","TRAD_F_6","TRAD_F_7","TRAD_F_8","TRAD_F_9","TRAD_F_10","TRAD_F_11","TRAD_F_12","TRAD_M_13","TRAD_M_14","TRAD_M_15","TRAD_M_16","TRAD_M_17","TRAD_M_18","SEX_BIN","ATG1R","ATG2R","ATG3R","ATG4R","ATG5R","ATL1R","ATL2R","ATL3R","ATL4R","ATL5R","SSM","SSP","CONTBIN","ATTGL","GRTRAD","REL_1rec","REL_2rec","RELIGIOSITY_NEW","ATT_GAY","ATT_LESB","ATT_GL","Numb_Contacts","Meanqual","RELIGIOSITY","Contact2"
"9103",21,"Belgium",5,6,1,1,4,1,6,5,4,4,1,4,4,4,4,4,4,4,"Female",4,4,4,4,4,4,4,4,4,4,6,3,"Contact",4,3.53333333333333,3,3,2.2,4,4,4,2,4,2.2,3
"9104",17,"Belgium",4,6,1,1,6,1,6,4,3,1,1,6,4,4,3,4,3,3,"Female",4,4,2,4,4,4,4,4,4,4,6,6,"Contact",3.8,3.4,3,3,2.2,3.6,4,3.8,5,3,2.2,2.5
"9105",22,"Belgium",4,3,1,1,5,1,4,2,5,2,2,1,4,4,1,1,1,2,"Female",3,4,2,4,4,3,4,2,4,4,5,5,"Contact",3.4,2.6,2,3,1.7,3.4,3.4,3.4,3,4.5,1.7,6
"9106",20,"Belgium",3,5,1,1,4,4,4,5,4,5,2,4,5,4,4,4,4,4,"Female",3,4,2,3,3,3,4,2,3,3,3,1,"Contact",3,3.6,2,2,1.1,3,3,3,1,NA,1.1,NA
"9107",18,"Belgium",4,5,2,1,3,2,5,3,4,2,4,3,5,5,5,5,4,3,"Female",2,2,2,2,3,3,2,2,3,3,1,2,"Contact",2.4,3.66666666666667,2,2,1.1,2.2,2.6,2.4,3,3,1.1,1.5
"9108",26,"Belgium",5,2,1,1,4,1,4,5,3,1,1,1,4,4,4,4,4,4,"Female",4,4,2,4,4,4,4,2,4,4,6,5,"Contact",3.6,2.66666666666667,3,3,2.2,3.6,3.6,3.6,6,4.5,2.2,12
"9109",18,"Belgium",5,5,4,2,6,3,5,3,5,4,3,3,4,4,3,4,4,2,"Female",4,4,2,4,4,4,4,1,4,4,6,4,"Contact",3.5,4,2,2,1.1,3.6,3.4,3.5,6,4,1.1,9
"9110",22,"Belgium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female",3,3,3,3,3,NA,NA,NA,NA,NA,5,4,"Contact",3,NA,3,4,2.8,3,NA,3,3,2.5,2.8,0
"9111",19,"Belgium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Contact",NA,NA,2,2,1.1,NA,NA,NA,4,4,1.1,6
"9112",20,"Belgium",5,3,1,1,4,2,4,4,5,4,3,4,4,4,4,4,3,4,"Female",4,4,2,4,4,4,4,3,4,4,6,5,"Contact",3.7,3.46666666666667,2,2,1.1,3.6,3.8,3.7,4,4,1.1,6
"9113",18,"Belgium",5,5,4,2,5,2,6,4,3,5,4,5,4,5,4,5,4,4,"Female",4,4,2,4,3,4,4,2,4,3,6,5,"Contact",3.4,4.26666666666667,3,2,1.6,3.4,3.4,3.4,2,5,1.6,5
"9114",21,"Belgium",6,1,1,1,1,1,1,5,2,1,1,1,1,1,1,1,1,1,"Female",4,4,2,4,4,4,4,4,4,4,6,6,"Contact",3.8,1.4,2,2,1.1,3.6,4,3.8,10,4.66666666666667,1.1,21.6666666666667
"9115",19,"Belgium",5,1,1,1,6,1,5,1,5,1,5,1,4,3,1,1,1,1,"Female",3,3,2,3,3,3,3,2,3,3,5,5,"Contact",2.8,2.73333333333333,3,4,2.8,2.8,2.8,2.8,1,NA,2.8,NA
"9116",25,"Belgium",4,5,4,1,5,2,5,4,5,4,2,2,4,5,3,4,4,4,"Female",4,3,2,4,3,4,3,1,4,1,5,5,"Contact",2.9,3.66666666666667,3,4,2.8,3.2,2.6,2.9,3,4,2.8,4.5
"9117",18,"Belgium",3,2,1,1,4,1,2,5,3,3,2,2,4,5,4,4,4,3,"Female",4,3,2,3,3,4,4,2,2,3,5,3,"Contact",3,2.73333333333333,2,3,1.7,3,3,3,9,4,1.7,13.5
"9118",22,"Belgium",3,4,4,2,5,2,5,4,4,2,4,5,5,5,4,5,5,5,"Female",4,4,2,4,3,4,4,2,4,4,6,5,"Contact",3.5,3.93333333333333,3,4,2.8,3.4,3.6,3.5,6,4,2.8,9
"9119",18,"Belgium",4,1,1,1,4,1,4,3,3,2,2,1,3,3,1,3,3,2,"Female",4,4,2,4,4,4,4,3,4,4,6,4,"Contact",3.7,2.26666666666667,3,2,1.6,3.6,3.8,3.7,6,4,1.6,9
"9120",25,"Belgium",4,5,1,1,4,1,NA,5,3,4,1,4,3,4,1,1,1,1,"Female",4,4,4,4,4,4,4,NA,4,4,6,6,"Contact",4,2.64285714285714,2,4,2.3,4,4,4,4,4.5,2.3,8
"9121",21,"Belgium",6,4,2,1,6,1,6,5,5,1,1,1,2,1,1,1,1,1,"Female",4,4,3,4,4,4,4,3,4,4,6,5,"Contact",3.8,2.6,3,3,2.2,3.8,3.8,3.8,3,3,2.2,1.5
"9122",18,"Belgium",3,1,1,1,4,1,4,2,3,3,1,3,2,2,2,3,3,2,"Female",1,4,4,4,4,4,4,4,4,4,6,6,"Contact",3.7,2.26666666666667,3,4,2.8,3.4,4,3.7,5,2.5,2.8,0
"9123",19,"Belgium",2,2,1,1,5,2,4,5,6,2,1,3,2,1,1,3,2,1,"Female",4,4,4,4,4,4,3,3,4,4,6,6,"Contact",3.8,2.4,2,3,1.7,4,3.6,3.8,3,3.5,1.7,3
"9124",25,"Belgium",4,1,2,1,4,2,5,5,4,2,2,1,3,3,3,3,3,3,"Female",4,4,4,3,4,4,4,4,3,4,6,5,"Contact",3.8,2.66666666666667,3,5,3.4,3.8,3.8,3.8,11,4,3.4,16.5
"9125",22,"Belgium",5,1,1,1,3,1,2,2,4,2,3,2,NA,NA,NA,NA,NA,NA,"Female",3,3,2,3,3,3,3,2,3,3,5,3,"Contact",2.8,2.27272727272727,2,3,1.7,2.8,2.8,2.8,12,3,1.7,6
"9126",18,"Belgium",3,3,4,1,5,3,5,4,3,4,1,4,4,4,4,4,3,4,"Female",4,4,4,4,4,4,4,4,4,4,6,6,"Contact",4,3.46666666666667,3,3,2.2,4,4,4,4,4,2.2,6
"9127",18,"Belgium",3,2,1,1,5,2,3,3,5,4,2,5,4,4,3,4,3,3,"Female",3,4,2,3,4,3,4,2,4,4,6,5,"Contact",3.3,3.2,2,3,1.7,3.2,3.4,3.3,3,4,1.7,4.5
"9128",20,"Belgium",4,4,2,1,4,1,5,1,4,2,2,1,4,4,3,3,3,4,"Female",3,3,2,3,3,3,3,3,3,3,5,5,"Contact",2.9,2.93333333333333,3,4,2.8,2.8,3,2.9,3,3.5,2.8,3
"9129",19,"Belgium",3,4,2,2,4,3,4,3,4,3,4,2,4,4,2,2,4,4,"Female",4,4,2,4,4,4,4,3,4,4,6,4,"Contact",3.7,3.13333333333333,2,2,1.1,3.6,3.8,3.7,6,4,1.1,9
"9130",18,"Belgium",5,5,2,3,5,3,2,5,1,4,1,4,4,4,1,1,1,1,"Female",4,4,3,4,4,4,4,2,4,4,6,5,"Contact",3.7,3,2,4,2.3,3.8,3.6,3.7,12,3.5,2.3,12
"9131",18,"Belgium",6,4,1,1,5,1,2,4,4,3,2,3,3,4,4,4,3,2,"Female",4,4,2,3,3,4,3,2,3,3,5,2,"Contact",3.1,3.13333333333333,3,4,2.8,3.2,3,3.1,4,3,2.8,2
"9132",19,"Belgium",5,1,3,1,5,1,4,4,5,2,4,2,1,2,1,1,2,2,"Female",4,3,2,4,4,4,3,2,4,4,6,4,"Contact",3.4,2.53333333333333,2,2,1.1,3.4,3.4,3.4,9,4,1.1,13.5
"9133",20,"Belgium",3,2,1,2,6,5,6,5,4,3,4,4,4,3,4,5,4,4,"Female",4,4,4,4,4,4,4,3,4,4,6,6,"Contact",3.9,3.73333333333333,2,2,1.1,4,3.8,3.9,2,4,1.1,3
"9134",20,"Belgium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,"Contact",NA,NA,2,3,1.7,NA,NA,NA,2,4,1.7,3
"9135",18,"Belgium",4,5,1,3,5,3,3,5,5,3,1,4,5,3,3,1,1,1,"Female",3,4,2,4,4,3,2,2,4,4,3,3,"Contact",3.2,3.26666666666667,2,2,1.1,3.4,3,3.2,4,3,1.1,2
"9136",18,"Belgium",2,1,2,1,4,2,4,4,5,2,1,1,3,3,3,2,3,3,"Female",4,4,3,4,3,4,4,3,4,3,6,4,"Contact",3.6,2.4,2,3,1.7,3.6,3.6,3.6,2,3,1.7,1
"9137",15,"Belgium",3,6,3,1,3,3,6,5,5,6,3,5,3,3,3,2,3,3,"Female",3,3,3,4,4,4,3,3,4,4,5,4,"Contact",3.5,3.66666666666667,3,2,1.6,3.4,3.6,3.5,6,3.66666666666667,1.6,7
"9138",32,"Belgium",1,1,1,1,5,1,5,1,2,1,1,1,5,4,4,4,4,4,"Female",4,4,3,4,4,4,4,3,4,4,5,5,"Contact",3.8,2.46666666666667,2,3,1.7,3.8,3.8,3.8,1,3,1.7,0.5
"9139",19,"Belgium",6,3,NA,1,6,1,6,4,6,3,4,3,1,3,1,1,1,1,"Female",4,4,3,4,4,4,4,4,4,4,6,5,"Contact",3.9,3.21428571428571,3,2,1.6,3.8,4,3.9,2,4,1.6,3
"9140",19,"Belgium",3,1,1,1,3,1,1,5,1,3,1,3,3,2,2,3,1,2,"Female",3,3,3,3,4,3,3,3,3,4,6,5,"Contact",3.2,1.93333333333333,2,2,1.1,3.2,3.2,3.2,5,3,1.1,2.5
"9141",NA,"Belgium",4,4,2,2,5,2,4,4,5,3,3,3,4,4,3,3,3,3,"Female",4,4,3,4,3,4,4,3,4,3,6,6,"Contact",3.6,3.4,2,2,1.1,3.6,3.6,3.6,2,4,1.1,3
"9142",20,"Belgium",5,5,4,2,6,5,5,6,5,5,3,4,4,3,1,1,1,2,"Female",3,4,1,2,3,3,4,1,2,3,1,2,"Contact",2.6,3.86666666666667,3,6,4,2.6,2.6,2.6,5,3.33333333333333,4,4.16666666666667
"9143",20,"Belgium",5,5,2,6,6,5,6,3,5,5,6,4,4,6,5,4,4,5,"Female",4,4,2,4,4,4,4,2,4,4,5,5,"Contact",3.6,4.93333333333333,3,4,2.8,3.6,3.6,3.6,12,4.66666666666667,2.8,26
"9144",21,"Belgium",6,1,1,1,6,1,6,3,6,1,1,1,1,2,1,1,1,1,"Female",4,4,2,4,4,4,4,2,4,4,6,5,"Contact",3.6,2.4,3,3,2.2,3.6,3.6,3.6,2,3,2.2,1
"9145",22,"Belgium",4,4,3,3,4,3,4,6,4,4,3,3,4,4,3,1,3,3,"Female",4,4,4,4,4,4,4,4,4,4,5,2,"Contact",4,3.4,3,4,2.8,4,4,4,1,3,2.8,0.5
"9146",18,"Belgium",4,3,5,5,6,6,4,4,5,5,5,5,4,4,5,4,5,5,"Female",3,3,3,3,4,3,4,3,4,4,6,5,"Contact",3.4,4.66666666666667,3,4,2.8,3.2,3.6,3.4,4,4.5,2.8,8
"9147",19,"Belgium",1,2,1,2,2,4,3,4,6,4,1,4,4,2,2,4,4,4,"Female",4,4,1,4,3,4,4,1,4,3,5,5,"Contact",3.2,2.8,2,3,1.7,3.2,3.2,3.2,2,3.5,1.7,2
"9148",20,"Belgium",2,1,1,1,4,1,2,2,3,1,1,1,1,1,1,1,NA,1,"Female",4,3,2,4,4,4,4,2,4,4,5,5,"Contact",3.5,1.46666666666667,3,2,1.6,3.4,3.6,3.5,5,3.5,1.6,5
"9149",21,"Belgium",3,2,2,1,5,1,1,1,4,1,1,1,4,4,2,3,2,2,"Female",4,4,2,4,1,4,4,2,4,2,6,5,"Contact",3.1,2.33333333333333,3,5,3.4,3,3.2,3.1,5,4.33333333333333,3.4,9.16666666666666
"9150",19,"Belgium",5,6,1,3,4,6,6,6,5,6,5,4,3,5,4,4,3,3,"Female",2,3,2,3,2,2,3,2,3,2,1,1,"Contact",2.4,4.46666666666667,3,3,2.2,2.4,2.4,2.4,3,1,2.2,-4.5
"9151",18,"Belgium",5,4,2,2,5,1,5,4,4,3,1,3,4,4,4,4,4,4,"Female",3,3,2,3,3,3,3,2,3,3,5,5,"Contact",2.8,3.4,3,3,2.2,2.8,2.8,2.8,1,5,2.2,2.5
"9152",20,"Belgium",2,3,4,3,3,4,6,2,5,4,2,3,5,5,3,2,4,4,"Female",2,4,2,2,3,1,4,2,2,3,3,4,"Contact",2.5,3.6,7,5,5.4,2.6,2.4,2.5,1,NA,5.4,NA
"9153",19,"Belgium",4,4,1,1,4,2,4,2,3,2,2,1,4,4,3,3,3,3,"Female",4,4,1,4,3,4,4,3,4,3,5,2,"Contact",3.4,2.8,3,3,2.2,3.2,3.6,3.4,1,4,2.2,1.5
"9154",18,"Belgium",4,3,1,1,6,3,4,1,4,2,4,3,5,5,3,2,5,2,"Female",4,4,3,3,4,3,2,3,2,4,6,6,"Contact",3.2,3.33333333333333,2,3,1.7,3.6,2.8,3.2,3,3.5,1.7,3
"9155",18,"Belgium",4,3,3,1,5,2,6,5,6,3,3,3,2,4,2,2,2,2,"Female",3,3,3,4,4,4,3,3,4,4,6,5,"Contact",3.5,3.26666666666667,2,3,1.7,3.4,3.6,3.5,3,3.5,1.7,3
"9156",23,"Belgium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Contact",NA,NA,2,2,1.1,NA,NA,NA,14,4,1.1,21
"9157",20,"Belgium",5,2,1,1,5,1,6,4,5,2,3,1,3,3,4,3,3,4,"Female",4,3,2,3,3,4,3,2,3,3,6,2,"Contact",3,3,2,2,1.1,3,3,3,2,4,1.1,3
"9158",22,"Belgium",6,4,1,1,5,1,4,2,5,3,1,4,3,3,2,1,2,1,"Female",4,4,2,4,4,4,4,2,4,1,6,5,"Contact",3.3,2.93333333333333,3,3,2.2,3.6,3,3.3,3,4,2.2,4.5
"9159",23,"Belgium",5,4,1,1,4,1,4,2,2,2,1,1,5,5,2,2,3,2,"Female",4,4,2,4,4,4,4,2,4,4,6,5,"Contact",3.6,2.66666666666667,3,3,2.2,3.6,3.6,3.6,13,3.66666666666667,2.2,15.1666666666667
"9160",20,"Belgium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female",4,4,4,4,4,4,4,4,4,4,6,6,"Contact",4,NA,3,4,2.8,4,4,4,14,5.33333333333333,2.8,39.6666666666667
"9161",19,"Belgium",2,1,1,1,4,1,3,1,3,1,1,1,4,4,4,4,3,3,"Female",4,4,4,4,4,4,4,4,4,4,6,5,"Contact",4,2.33333333333333,2,2,1.1,4,4,4,4,4,1.1,6
"9162",19,"Belgium",2,1,1,1,3,1,2,4,2,2,2,1,1,2,1,1,1,1,"Female",4,4,3,4,4,4,4,3,4,4,6,5,"Contact",3.8,1.53333333333333,2,3,1.7,3.8,3.8,3.8,11,4,1.7,16.5
"9163",18,"Belgium",5,3,2,1,5,2,4,3,4,4,3,3,4,5,4,5,5,5,"Female",3,3,2,3,3,3,3,2,3,3,6,6,"Contact",2.8,3.6,3,3,2.2,2.8,2.8,2.8,3,3.33333333333333,2.2,2.5
"9164",18,"Belgium",1,1,1,1,4,1,1,1,3,1,1,1,3,1,1,3,1,2,"Female",4,4,4,4,4,4,4,4,4,4,6,5,"Contact",4,1.6,3,4,2.8,4,4,4,3,NA,2.8,NA
"9165",18,"Belgium",4,4,1,1,6,1,4,4,4,3,2,2,4,5,4,4,3,4,"Female",4,4,2,4,3,4,4,2,4,3,5,5,"Contact",3.4,3.26666666666667,2,4,2.3,3.4,3.4,3.4,1,5,2.3,2.5
"9166",26,"Belgium",5,5,5,3,4,2,5,2,5,3,3,5,4,4,3,3,3,3,"Female",2,4,3,2,4,2,2,1,2,4,3,2,"Contact",2.6,3.93333333333333,7,6,6,3,2.2,2.6,10,4,6,15
"9167",19,"Belgium",6,4,1,1,6,2,6,3,6,2,1,2,3,3,3,3,3,3,"Female",4,4,4,4,4,4,4,4,4,4,6,6,"Contact",4,3.26666666666667,3,3,2.2,4,4,4,1,4,2.2,1.5
"9168",54,"Belgium",3,6,1,1,6,1,4,3,6,1,1,1,1,1,1,1,1,1,"Female",4,4,4,4,4,4,4,4,4,4,5,5,"Contact",4,2.33333333333333,3,2,1.6,4,4,4,2,4,1.6,3
"9169",19,"Belgium",4,2,1,1,6,1,5,2,4,2,1,2,3,1,1,1,1,1,"Female",3,4,2,4,4,3,4,2,4,4,6,5,"Contact",3.4,2.33333333333333,3,2,1.6,3.4,3.4,3.4,1,1,1.6,-1.5
"9170",18,"Belgium",5,5,2,4,6,2,4,4,5,3,3,3,4,3,3,3,3,3,"Female",4,4,4,4,4,4,3,4,4,4,6,4,"Contact",3.9,3.66666666666667,3,3,2.2,4,3.8,3.9,4,3,2.2,2
"9171",20,"Belgium",4,1,1,1,4,1,6,2,4,1,1,3,3,3,2,3,4,3,"Female",4,4,3,4,4,4,3,3,4,4,6,3,"Contact",3.7,2.53333333333333,2,2,1.1,3.8,3.6,3.7,3,3,1.1,1.5
"9172",18,"Belgium",5,5,2,1,5,2,5,4,4,5,4,3,2,5,3,3,2,3,"Female",4,4,2,4,4,4,3,2,4,4,5,5,"Contact",3.5,3.6,2,2,1.1,3.6,3.4,3.5,3,1,1.1,-4.5
"9173",21,"Belgium",4,6,2,1,6,4,2,4,2,6,1,6,2,1,1,1,1,1,"Female",4,4,4,4,4,4,4,4,4,4,6,6,"Contact",4,3,2,2,1.1,4,4,4,7,3.5,1.1,7
"9174",NA,"Belgium",3,2,1,1,5,1,6,3,5,3,4,4,1,1,3,2,1,1,"Female",4,4,2,4,4,4,4,2,4,4,6,5,"Contact",3.6,2.8,3,3,2.2,3.6,3.6,3.6,2,2,2.2,-1
"9175",NA,"Belgium",3,1,3,3,5,3,2,3,1,2,2,NA,4,4,4,3,3,3,"Female",4,4,1,4,4,4,4,1,4,4,6,5,"Contact",3.4,2.85714285714286,2,3,1.7,3.4,3.4,3.4,5,3.33333333333333,1.7,4.16666666666667
"9176",21,"Belgium",5,1,1,1,5,1,4,1,5,1,1,2,3,2,1,1,1,1,"Female",4,4,4,4,4,4,4,4,4,4,6,6,"Contact",4,2.26666666666667,3,2,1.6,4,4,4,1,NA,1.6,NA
"9177",24,"Belgium",5,1,1,1,5,3,1,5,1,1,1,5,2,2,2,1,1,1,"Female",4,4,3,4,3,4,4,3,4,3,6,6,"Contact",3.6,2.13333333333333,3,4,2.8,3.6,3.6,3.6,8,4,2.8,12
"9178",18,"Belgium",4,1,1,1,4,1,1,3,1,1,3,1,1,1,1,1,1,1,"Female",4,4,4,4,4,4,NA,4,4,4,5,5,"Contact",4,1.53333333333333,2,2,1.1,4,4,4,2,4,1.1,3
"9179",19,"Belgium",2,2,1,1,4,1,4,2,3,2,2,5,2,2,3,5,4,2,"Female",4,4,1,4,4,4,4,1,4,4,6,5,"Contact",3.4,2.6,2,3,1.7,3.4,3.4,3.4,8,4,1.7,12
"9180",18,"Belgium",3,1,1,1,5,2,4,2,5,1,1,2,4,3,2,3,4,4,"Female",4,4,2,4,3,4,4,2,4,3,6,4,"Contact",3.4,2.53333333333333,3,3,2.2,3.4,3.4,3.4,4,3,2.2,2
"9181",18,"Belgium",5,1,1,1,5,2,3,1,2,2,5,2,2,2,2,1,1,2,"Female",3,2,2,3,4,3,2,2,4,4,5,3,"Contact",2.9,2.4,3,4,2.8,2.8,3,2.9,1,3,2.8,0.5
"9182",18,"Belgium",1,6,2,1,4,3,4,4,5,2,2,2,4,5,3,3,3,2,"Female",2,3,1,3,4,2,3,1,3,4,3,2,"Contact",2.6,3.13333333333333,2,2,1.1,2.6,2.6,2.6,8,4,1.1,12
"9183",20,"Belgium",5,1,1,1,5,1,6,5,5,4,4,3,3,3,4,4,3,4,"Female",4,4,3,4,3,4,4,3,4,3,6,6,"Contact",3.6,3.33333333333333,2,2,1.1,3.6,3.6,3.6,4,5.5,1.1,12
"9184",18,"Belgium",3,4,1,1,3,2,4,2,4,3,3,2,3,3,2,3,3,2,"Female",3,3,3,3,3,3,3,3,3,3,5,5,"Contact",3,2.73333333333333,2,2,1.1,3,3,3,3,4,1.1,4.5
"9185",NA,"Belgium",5,2,1,1,1,1,5,1,4,1,1,1,2,1,2,2,1,1,"Female",4,3,2,4,3,4,3,2,4,3,2,1,"Contact",3.2,2,3,4,2.8,3.2,3.2,3.2,5,2,2.8,-2.5
"9186",18,"Belgium",5,4,3,2,4,4,5,4,4,3,4,4,NA,NA,NA,NA,NA,NA,"Female",4,4,3,4,4,4,4,4,4,4,5,5,"Contact",3.9,3.81818181818182,4,4,3.3,3.8,4,3.9,8,4,3.3,12
"9187",24,"Belgium",2,2,2,2,5,2,3,2,2,2,1,2,4,4,4,4,4,4,"Female",4,4,2,4,4,4,4,2,4,4,5,5,"Contact",3.6,2.73333333333333,3,2,1.6,3.6,3.6,3.6,2,3.5,1.6,2
"9188",19,"Belgium",5,4,3,2,6,4,6,4,5,4,3,3,4,4,4,3,3,3,"Female",3,3,2,3,4,3,3,2,3,4,6,5,"Contact",3,4,3,3,2.2,3,3,3,2,4,2.2,3
"9189",18,"Belgium",3,6,1,2,5,2,5,2,4,4,3,4,5,6,6,5,6,5,"Female",3,4,4,4,4,4,2,4,4,4,5,2,"Contact",3.7,4.06666666666667,3,3,2.2,3.8,3.6,3.7,4,2.5,2.2,0
"9190",21,"Belgium",3,5,6,3,5,3,5,3,4,3,4,3,4,4,3,3,3,3,"Female",3,3,2,4,4,3,3,2,4,4,3,3,"Contact",3.2,3.86666666666667,2,2,1.1,3.2,3.2,3.2,9,3.5,1.1,9
"9191",19,"Belgium",5,5,2,1,6,2,5,4,5,4,5,4,5,5,5,6,5,5,"Female",4,4,3,4,3,4,4,3,4,3,6,5,"Contact",3.6,4.33333333333333,3,3,2.2,3.6,3.6,3.6,7,5,2.2,17.5
"9192",18,"Belgium",5,1,1,2,6,1,6,5,6,2,2,4,2,1,3,3,1,1,"Female",4,4,1,4,3,4,4,1,4,3,6,6,"Contact",3.2,3,2,2,1.1,3.2,3.2,3.2,2,3.5,1.1,2
"9193",21,"Belgium",2,5,2,1,2,4,4,4,3,4,2,4,3,3,3,3,3,4,"Female",4,2,3,3,3,3,3,3,3,3,4,4,"Contact",3,3,7,5,5.4,3,3,3,6,2.5,5.4,0
"9194",18,"Belgium",4,3,1,1,4,1,5,4,3,2,3,4,4,4,3,3,3,3,"Female",4,4,4,4,4,4,4,4,4,4,6,6,"Contact",4,3,3,2,1.6,4,4,4,2,5,1.6,5
"9195",23,"Belgium",NA,3,4,1,5,1,5,4,3,1,1,1,2,4,2,1,2,2,"Female",4,4,3,4,4,NA,NA,NA,NA,NA,6,5,"Contact",3.8,2.42857142857143,2,2,1.1,3.8,NA,3.8,12,3.66666666666667,1.1,14
"9196",18,"Belgium",4,3,2,1,5,4,5,4,4,3,1,1,2,3,3,4,NA,2,"Female",3,4,2,4,3,3,3,2,4,3,5,5,"Contact",3.1,3,2,2,1.1,3.2,3,3.1,4,4,1.1,6
"9197",21,"Belgium",6,5,1,1,6,3,6,1,6,3,1,1,5,1,3,4,1,2,"Female",4,4,4,4,4,4,4,4,4,4,6,3,"Contact",4,3.46666666666667,2,2,1.1,4,4,4,1,3,1.1,0.5
"9198",18,"Belgium",3,2,2,1,5,2,2,4,4,2,2,2,4,5,3,3,3,4,"Female",4,4,2,4,4,4,4,2,4,4,6,6,"Contact",3.6,2.8,2,2,1.1,3.6,3.6,3.6,5,4,1.1,7.5
"9199",18,"Belgium",3,4,1,1,6,2,6,4,5,1,1,3,6,5,5,6,6,6,"Female",3,4,2,4,4,4,4,2,4,4,6,5,"Contact",3.5,3.66666666666667,3,4,2.8,3.4,3.6,3.5,8,3,2.8,4
"9200",NA,"Belgium",4,5,4,1,4,3,6,5,5,3,5,3,3,2,3,3,2,3,"Female",4,4,3,4,4,4,4,3,4,4,5,5,"Contact",3.8,3.6,3,4,2.8,3.8,3.8,3.8,3,4.5,2.8,6
"9201",18,"Belgium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Contact",NA,NA,2,3,1.7,NA,NA,NA,2,3,1.7,1
"9202",NA,"Belgium",3,3,2,1,4,3,4,4,5,3,1,2,5,4,4,3,4,4,"Female",4,3,3,4,3,4,4,3,4,3,5,4,"Contact",3.5,3.13333333333333,3,3,2.2,3.4,3.6,3.5,10,3,2.2,5
"9203",19,"Belgium",1,1,1,1,4,1,2,4,1,4,1,3,3,3,3,3,3,3,"Female",4,4,3,4,4,4,4,3,4,4,6,6,"Contact",3.8,2.13333333333333,2,2,1.1,3.8,3.8,3.8,3,4,1.1,4.5
"9204",20,"Belgium",5,3,3,3,3,2,4,5,4,3,4,3,4,4,3,4,4,3,"Female",3,4,2,4,3,3,4,2,4,3,6,5,"Contact",3.2,3.46666666666667,3,4,2.8,3.2,3.2,3.2,5,3.5,2.8,5
"9205",19,"Belgium",2,1,1,1,5,2,3,4,2,1,1,1,4,4,3,2,3,1,"Female",4,4,NA,4,4,4,4,NA,4,4,6,6,"Contact",4,2.2,2,2,1.1,4,4,4,4,3.5,1.1,4
"9206",18,"Belgium",5,4,2,2,6,3,3,5,3,3,3,3,3,3,3,3,3,2,"Female",3,3,3,3,1,3,4,3,3,4,5,5,"Contact",3,3.26666666666667,3,4,2.8,2.6,3.4,3,5,5,2.8,12.5
"9207",18,"Belgium",5,4,1,2,5,4,5,4,6,3,3,4,4,4,1,1,1,1,"Female",3,3,1,4,3,3,3,1,4,2,4,1,"Contact",2.7,3.46666666666667,3,3,2.2,2.8,2.6,2.7,4,4,2.2,6
"9208",19,"Belgium",3,5,3,2,5,3,5,3,6,5,4,4,NA,NA,NA,NA,NA,NA,"Female",4,4,4,4,4,4,4,4,4,4,6,6,"Contact",4,4.09090909090909,2,3,1.7,4,4,4,7,3.5,1.7,7
"9209",18,"Belgium",2,3,2,1,6,4,4,4,5,5,2,3,4,3,3,3,3,3,"Female",4,4,3,4,4,4,4,3,4,4,5,5,"Contact",3.8,3.33333333333333,3,3,2.2,3.8,3.8,3.8,2,5.5,2.2,6
"9210",18,"Belgium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Contact",NA,NA,3,3,2.2,NA,NA,NA,1,5,2.2,2.5
"9211",18,"Belgium",3,2,1,1,2,1,5,4,4,3,2,2,1,1,1,1,1,1,"Female",4,4,2,4,4,4,4,2,4,4,6,2,"Contact",3.6,2,2,2,1.1,3.6,3.6,3.6,2,4,1.1,3
"9212",18,"Belgium",5,5,4,2,5,3,5,4,5,4,5,5,4,4,3,3,3,4,"Female",4,4,3,4,4,4,4,3,4,4,5,5,"Contact",3.8,4.13333333333333,2,4,2.3,3.8,3.8,3.8,6,4,2.3,9
